ID,Pregunta original,Variante
71fc7d393bb72b7debe052cbc91f1ec4e4a34bf3be665c1f28da9a1b5be6c9ff,¿Qué significa que un árbol binario de búsqueda esté equilibrado (AVL)?,"En el contexto de un sistema de clasificación de datos utilizando árboles binarios de búsqueda, ¿qué significa que un árbol binario de búsqueda esté equilibrado (AVL) en términos de la diferencia en altura entre el subárbol izquierdo y el subárbol derecho de cada nodo?"
95b50f3a115db5be48b64ec4ac4315e847629a0f48d3848e19c47d94c74b7f3a,Explique cómo obtener el siguiente nodo con clave mayor a la de un nodo dado en un árbol binario de búsqueda.,"En el contexto de un sistema que almacena registros de clientes ordenados por su ID en un árbol binario de búsqueda, ¿cómo se puede encontrar el siguiente cliente con un ID mayor al de un cliente dado?"
ceaabaa6b3aaf87522818235e40b65a887bf9a66250c126e8c67fe8adb37b887,Explique un algoritmo para calcular la cantidad de nodos descendientes de un nodo en un árbol binario.,"Dentro del contexto de una empresa de tecnología que utiliza una estructura de árbol binario para almacenar información de empleados, ¿cómo se puede calcular el número de subordinados directos e indirectos de un empleado en el árbol?"
e161e92f03d8e6fac4c1f160ef1ec2fb635c1b44ff169576dcfb205422597881,Explique paso a paso la inserción en un árbol binario de búsqueda.,Detalla el proceso paso a paso de búsqueda de la clave a insertar en un árbol binario de búsqueda.
63f09fd52f15b2d1d8f97b9b727ce7f8ae102f95fde4b20406461a9c8b2912dd,"Para obtener un árbol binario de búsqueda perfectamente balanceado,en qué orden deberíamos ingresar la siguiente secuencia de claves: [1 2 3 4 5 6 7]?","En el contexto de un algoritmo para crear un árbol binario de búsqueda perfectamente balanceado, ¿en qué secuencia deberíamos ingresar las claves [1 2 3 4 5 6 7] para lograr el mejor equilibrio?"
e31181268b9eea4e021b40c96e870df77f210c31e299f29086f5eabfb7aa3008,"Explique, de manera general, cuándo y cómo se efectúan las rotaciones en un árbol AVL.","Cuando se realiza una inserción o eliminación en un árbol AVL y este se desequilibra, ¿qué ocurre con el árbol y cuál es la acción que se toma para reequilibrarlo?"
8d993e1562d2c4b5f61323077adb02e8242ba1cbba394614408ccceeb70cd0ce,¿Cómo se determina el factor de balance en un árbol AVL y qué indica?,"Punto 1: ¿Cuál es la fórmula para determinar el factor de balance en un árbol AVL? (Puntuación: 1.0), Punto 2: ¿Qué nos indica el factor de balance en un árbol AVL? (Puntuación: 1.0)"
c10db14ded8d024fba9efb6a1c7a00eb63a139215dbc6ef87af1063d977fc7cb,¿En qué escenarios un árbol AVL puede ser más eficiente que un árbol rojo-negro? Explique.,"En el contexto de una base de datos de registros de transacciones en una tienda en línea, ¿en qué situaciones un árbol AVL puede ser más eficiente que un árbol rojo-negro? Explique al menos un escenario y cómo el árbol AVL podría mejorar el rendimiento en ese caso."
fdbc531eb6813dde8c1c754a098aed7bc2d4c4f46728d9a73e2e82f192b229c9,"En el árbol rojo negro, cada rama debe tener la misma cantidad de nodos negros. Si tengo un árbol con 5 nodos negros en cada rama, entonces ¿cuál es la altura mínima y máxima que puede tener el árbol? Explique.","En el contexto de un algoritmo de búsqueda con árbol rojo-negro que garantiza que todas las ramas tengan la misma cantidad de nodos negros, si una rama tiene 5 nodos negros, ¿cuál es la altura mínima y máxima que puede tener el árbol? Por favor, explique."
8bfa9c458f3412c5cb790c4b8aa848517acea18173d8b2f7f08059e52ca041a1,"¿Por qué los árboles rojo-negro son los preferidos en el diseño de estructuras de datos ordenadas, como TreeMap en Java? ¿Qué pasa con el AVL?","En el diseño de estructuras de datos ordenadas, como TreeMap en Java, ¿por qué los árboles rojo-negro son los preferidos en comparación con el AVL?"
8bfa9c458f3412c5cb790c4b8aa848517acea18173d8b2f7f08059e52ca041a1,"¿Por qué los árboles rojo-negro son los preferidos en el diseño de estructuras de datos ordenadas, como TreeMap en Java? ¿Qué pasa con el AVL?","¿Cuál es la ventaja de utilizar árboles rojo-negro en el diseño de estructuras de datos ordenadas, como TreeMap en Java, en comparación con el AVL?"
88f26d33a88e0db556e6dd080604d8d104a60b73abe28491b857498918a19e81,¿Cómo se mantiene el balance en un árbol rojo-negro después de una inserción o eliminación?,¿Cuáles son las dos formas principales de mantener el balance en un árbol rojo-negro después de una inserción o eliminación: realizando rotaciones y recoloreando nodos?
5883d81db0b7c1f56bfe1fd9f0e99b63a4b9d31d7aae05aadfd0c3d6b3667c74,"Si un árbol rojo-negro tiene N nodos negros, ¿cuál es la altura máxima que puede tener el árbol y por qué?","Si un árbol rojo-negro tiene N nodos negros, ¿cuál es la altura máxima que puede tener el árbol y qué condición deben cumplir los nodos rojos para alcanzar esa altura máxima?"
80155050e84dfc09dc82c26f910e894c210b391d17c61072caf88f2046233ad1,¿Cuándo podría ser conveniente utilizar un árbol biselado? ¿Por qué?,"Cuando algunos datos se acceden con mayor frecuencia, ¿por qué sería beneficioso mantener estos datos en nodos más cercanos a la raíz?"
da4f4023c391d35893a4706317dac571a485e25358f44d9a48fe2183fca0091c,"¿Por qué los árboles biselados no necesitan almacenar información adicional, como la altura o el balance, en sus nodos, en comparación con otros tipos de árboles de búsqueda binaria?","¿Cuál es la razón por la que los árboles biselados no requieren almacenar información adicional en sus nodos, como altura o balance, a diferencia de otros tipos de árboles de búsqueda binaria?"
3776897628f9e849a8afe4f53f9be1b3b9cc439cc65c97f113533ee46fe74900,¿Cuáles son algunas aplicaciones prácticas de los árboles biselados y por qué son adecuados para estas aplicaciones?,"En el contexto de un motor de búsqueda que utiliza árboles splay para almacenar las palabras clave más buscadas, ¿cuáles son algunas razones por las que los árboles splay son adecuados para esta aplicación y cuál es una aplicación práctica de los árboles splay en este contexto?"
c4d1214fea3141c9f8e251a7865e770cf7e49a0e266fcb77c1b716bf588403bc,¿Por qué se dice que un árbol B/B+ es una estructura de datos adecuada para mantenerla en disco (disco duro o SSD)?,"En el contexto de un sistema de gestión de archivos en disco, ¿por qué se afirma que un árbol B/B+ optimiza el acceso a disco reduciendo la cantidad de lecturas/escrituras?"
3d6c47b62d690ff19bccb96e3e1e9b16f07e5b7c7173658dabe0fc0e0a274b5c,"En un árbol B/B+, ¿cuál es el tamaño óptimo que debieran tener los nodos y por qué?","En el caso de un sistema de gestión de bases de datos que utiliza un árbol B/B+ para almacenar registros de clientes, ¿cuál sería el tamaño óptimo de los nodos y por qué?"
d1bb75792c474a546f90eda719fc7e20e52fddef60e8970a95e9ce5e398e7625,"¿Cuántas lecturas a disco requiere un árbol B+ para realizar la búsqueda de un dato (usando la clave), asumiendo que el árbol tiene 10^10 datos, y la cantidad de hijos por nodo es 100? Explicite los cálculos necesarios para llegar al resultado.","Si se tiene un árbol B+ con 10^10 datos y una cantidad de hijos por nodo de 100, ¿cuántas lecturas a disco serían necesarias para buscar un dato utilizando su clave? Por favor, explique los cálculos requeridos para llegar al resultado."
83301bb955a0a07b263963c7495a318ffd78ac97fb110fdce3b8d80b4bc141db,Explique paso a paso la inserción en un árbol B.,"Desglose detallado del proceso de inserción en un árbol B, incluyendo la búsqueda del nodo hoja y la explicación de la división de nodos."
cfbeef6794507806ea2486acd6509825a6e4883da62fa70a844725589aef4f96,Indique ventajas de un árbol B+ en comparación con un árbol B.,¿Qué ventajas ofrece un árbol B+ en comparación con un árbol B?
f2f182ca198d2ee14ce9c93dd882b08fb3c3b8a9be63d30510799e9b4b1bd4fd,¿Qué ventaja tiene un árbol B/B+ comparado con una tabla hash?,"En términos de recorridos ordenados y búsquedas por rangos eficientes, ¿qué ventajas ofrece un árbol B/B+ en comparación con una tabla hash?"
e07205eae0ace5cb92b38a8b1cc7f0a724bec72bb793be63851e819328045db1,¿Cuáles son los pasos que debe seguir el algoritmo de eliminación del nodo current en una lista enlazada doble?,Indica los dos pasos necesarios para eliminar correctamente un nodo current en una lista enlazada doble
91a34a20438b3398a046ede829330ce2e9a9a102d18974cc417d39bf5a7359a1,¿Por qué en una lista enlazada circular simple es mejor mantener un puntero al final que al principio?,"Para una lista enlazada circular simple, ¿cuál es la ventaja de mantener un puntero al final en lugar de al principio?"
8e1dda5a080ff27536cf928e53ac405660b9471cee4bc37988689beaed3175ee,¿Cuándo es más conveniente usar una lista enlazada en vez de un arreglo?,"[{'ID': 'variant1', 'Pregunta': 'Cuando se necesitan inserciones y eliminaciones eficientes en medio de la lista', 'Puntuacion': 2.0}, {'ID': 'variant2', 'Pregunta': 'Para almacenamiento dinámico', 'Puntuacion': 1.0}]"
5ca4b4f8be84d46d68845321cbd0de06eb3b456cd9b22d5018e35cd3bbfa863e,¿Cuáles son los pasos que debe seguir el algoritmo de eliminación del dato current en una arreglo circular con índices inicio y fin?,"En el contexto de un programa que gestiona una lista de reproducción de música utilizando un arreglo circular, ¿cuáles son los pasos que se deben seguir para eliminar una canción específica de la lista?"
4645a35f1ac192fc189b06b1956c38a1568b5e70549d119db0e1fb80a536c90e,"Cuando implementamos TDAs usando arreglos, ¿por qué no es necesario liberar memoria cuando eliminamos un dato?",¿Por qué no es necesario liberar memoria al eliminar un dato en un TDA implementado usando arreglos?
e2e5d1bde18b6e77a4a6493b5190e14abf893d2ec48e0f70a7490c9283a77694,¿Por qué se dice que un arreglo ordenado es más rápido que un árbol binario para hacer búsquedas?,¿Cuál es la ventaja de utilizar búsqueda binaria en un arreglo ordenado en lugar de un árbol binario para realizar búsquedas?
6082898773ee06908aa9e17e054d02989d1dc0deb2ecf3bb155e1ea8fadd47f4,Indique y explique 2 ejemplos en los que convendría utilizar una Lista en vez de un Mapa.,En qué situaciones sería más conveniente utilizar una Lista en lugar de un Mapa y explique por qué?
88df783af9eb6184a8d3133450ff80bd86cd3bbeaa3c5f9e3ce72240f88882a8,"Un grafo de ciudades se puede implementar con una lista de ciudades, en donde cada ciudad tiene una lista de pares (ciudad adyacente, distancia a ciudad adyacente). Explique los pasos para agregar una nueva tupla (ciudad1,ciudad2, distancia) al grafo. Considere un grafo no dirigido.","¿Cuáles son los pasos necesarios para agregar una nueva conexión entre dos ciudades en un grafo de ciudades implementado con una lista, donde cada ciudad tiene una lista de ciudades adyacentes con su respectiva distancia? Considera que el grafo es no dirigido."
7b31a3e82a068aebcb2f49b7e68d0deb0ea0059c272e16e0ac5a673e3d98d3bc,Indique y explique 2 ejemplos en los que convendría utilizar una Mapa ordenado en vez de un Mapa no ordenado.,Explique dos situaciones en las que sería ventajoso utilizar un Mapa ordenado en lugar de un Mapa no ordenado.
e714c418ffe2690f7dacd3bfee1906063d3a4b8a150890d0c210685ca65995c3,¿Cuándo es adecuado usar una Lista en vez de un Vector? ¿Cúando es más adecuado usar un Vector en vez de una Lista?,"En el contexto de un programa que necesita realizar inserciones y eliminaciones frecuentes de elementos, ¿cuándo es más apropiado usar una lista en lugar de un vector? ¿Cuándo es más apropiado usar un vector en lugar de una lista?"
8388cca565c66f3d3209f8b6942017dc2c07731abb0f90aa3ef2364c48b0a56d,¿Cómo puedo implementar una Pila usando una Lista? Indique la correspondencia de las operaciones principales.,"¿Cuál es la correspondencia entre las operaciones principales de la pila y las operaciones de agregar elemento, remover el último elemento y consultar el último elemento de una lista?"
69a63b1541a17107c62ea50ad14efb2679018a0da6c0c52806b62e3e023e84b7,¿Cómo puedo implementar una Cola con Prioridad usando un Mapa o Conjunto ordenado? Indique la correspondencia de las operaciones principales.,¿Cuáles son los puntos clave para implementar una Cola con Prioridad utilizando un Mapa o Conjunto ordenado? Incluya cómo se agrega un elemento al mapa/conjunto con la prioridad como clave y cómo se realiza la eliminación y devolución del elemento con la clave más pequeña/grande.
68f6f164907dc561e8bb59a23bd1831fd0fbc0f7de50d412729fef17318a8aed,Explique brevemente un algoritmo para generar la intersección de 2 listas usando un Conjunto. ¿Qué complejidad tendría el algoritmo si la inserción y búsqueda en el conjunto fueran O(1)?,Detalla de forma concisa un algoritmo para obtener la intersección de dos listas utilizando un conjunto. ¿Cuál sería la complejidad del algoritmo si las operaciones de inserción y búsqueda en el conjunto fueran O(1)?
40300e309c1bfe7a60154e5cea8a2f7e677d065f7b61d468a3b4782f015ad575,"Si quisiera mostrar las palabras de un texto ordenadas por cantidad de ocurrencias, podría usar un mapa para contar las apariciones de cada palabra, y luego un mapa ordenado para ordenarlas y luego mostrarlas. ¿Cuál es la complejidad del algoritmo? Asuma que la inserción/eliminación en un mapa no ordenado tiene complejidad O(1), y la inserción/eliminación en un mapa ordenado es O(log n), además avanzar en cualquiera de las estructuras tiene complejidad O(1).","Si quisiera mostrar las palabras de un texto ordenadas por cantidad de ocurrencias, podría usar un mapa para contar las apariciones de cada palabra, y luego un mapa ordenado para ordenarlas y luego mostrarlas. ¿Cuál es la complejidad del algoritmo? Asuma que la inserción/eliminación en un mapa no ordenado tiene complejidad O(1), y la inserción/eliminación en un mapa ordenado es O(log n), además avanzar en cualquiera de las estructuras tiene complejidad O(1).
Punto 1: El conteo de palabras con el mapa no ordenado tiene una complejidad de O(n) (Puntuación: 1.0), Punto 2: La inserción de palabras en el mapa ordenado tiene una complejidad de O(n log n) (Puntuación: 0.0), Punto 3: La complejidad total sería O(n log n) (Puntuación: 0.0)"
9465f39e403357512f2f3eccc4911669d8017402bb1725055207bb0501ba8f3c,Tengo una lista de películas. Cada película tiene una mapa de actores. Asumiendo que buscar en el mapa de actores es O(log n) y avanzar en la lista de películas es O(1) ¿Qué complejidad tiene mostrar las películas en las que trabaja un actor determinado? Explique con claridad.,"Si tengo una lista de películas y cada película tiene un mapa de actores, y asumiendo que buscar en el mapa de actores es O(log n) y avanzar en la lista de películas es O(1), ¿cuál es la complejidad de mostrar todas las películas en las que trabaja un actor determinado? Explique claramente los pasos y complejidades involucradas."
edb28a5bdf20c4b539d9d9180d2d7abec9b1d288b943661c5a01dd337b2f9b3b,"Suponga que para resolver un cubo rubik necesita 5 movidas. ¿Qué algoritmo propondría para encontrar estas movidas? Asumiendo que para cada movida existen 12 posibilidades, ¿cuántos estados debería analizar en total?","Si quisieras resolver un cubo Rubik con solo 3 movimientos, ¿qué algoritmo propondrías para encontrar estas movidas?  Considera que hay 8 posibilidades de movimiento en cada movida. ¿Cuántos estados deberías analizar en total?"
83b2d07228b555c9c28eeab54d7e345acaf3589538e571986c52d244e3c1109b,Escriba un algoritmo O(n) para mostrar el contenido de una Lista en orden inverso asumiendo que la lista no tiene operación de recorrido inverso prev. (Puede usar un TDA auxiliar),"En el contexto de un sistema de gestión de una biblioteca, ¿cómo se podría mostrar en orden inverso el contenido de una Lista que contiene los libros prestados a un usuario, asumiendo que no se puede utilizar la función de recorrido inverso de la lista?"
6c349105dc93e1a01a3a2585f060a4026e378b88ebfdda9fb2baa0d4d91a64f5,¿Cómo puedo “revolver” un mazo de cartas usando un Mapa? ¿Qué complejidad tendría el algoritmo si la inserción en el mapa fuera O(log n)?,"Si se utiliza un Mapa para representar un mazo de cartas y se asigna una clave aleatoria única a cada carta, ¿cuál sería la complejidad del algoritmo para revolver el mazo si la inserción en el mapa tiene una complejidad de O(log n)?"
693692bce0d90004d9d0cc54d6652b371cfc57b086e709c0e4666cadfa5f01df,"¿Qué TDA se necesita para recorrer un árbol en profundidad? ¿Para qué se usa el TDA, y por qué es el más adecuado?","En el contexto de un programa que utiliza un árbol para representar una estructura jerárquica de datos, ¿qué TDA se necesita utilizar para recorrer el árbol en profundidad? ¿Para qué se utiliza este TDA y por qué es considerado el más adecuado?"
90aec4c489690f60520c1708cd52517aae8768fc91d336682a55d8e70e98cd8f,¿Que TDA(s) usaría para organizar una colección de canciones por género? Explique como lo(s) usaría.,"En el contexto de una aplicación de reproducción de música, ¿qué TDA(s) utilizaría para organizar una biblioteca de canciones por género? Explique cómo los utilizaría."
51390cdd37e7a42aa7a1ce25a67f2e7928804a5cf1cb49d63bc29044d7d2dbc1,¿Que TDA(s) usaría para mantener el historial de transacciones en un banco? Explique como lo(s) usaría.,"En el contexto de un banco que quiere mantener un historial de transacciones, ¿qué TDA(s) usaría y cómo los utilizaría para lograrlo?"
bcd618728a7d3c0c667320c96168feea8b76be2916febf0b22590852e0eca52b,¿Que TDA(s) usaría para mantener actualizada la información de los estudiantes de la Escuela? Explique como lo(s) usaría.,"En el contexto de una escuela, ¿qué TDA(s) utilizaría para mantener actualizada la información de los estudiantes? Por favor, explique cómo los utilizaría."
fdd0a1bf430eececa04c67c613553fd4c836f1efa6f9d37500da3a96b61e0ca9,¿Que TDA(s) usaría para permitir deshacer acciones en un juego de ajedrez? Explique como lo(s) usaría.,"En el contexto de un juego de ajedrez, ¿qué TDA(s) utilizaría para implementar la función de deshacer movimientos? Explique cómo utilizaría dicho(s) TDA(s) en este contexto."
24fe9fac2587bef10da2cb8722dfef792b72bdaa84c1586e51e69b6d6f7049f0,¿Qué TDA(s) usaría para modelar las relaciones de una red social? Explique cómo lo(s) usaría.,"Si quisiera modelar las relaciones de una red social, ¿cuál(es) TDA(s) utilizaría y cómo los implementaría?"
1a7762d3234d31b1e96b15fdbce4b6e3c4f81957956394d0903c6e4a4aee06e1,¿Qué TDA(s) usaría para gestionar la prioridad de procesos en un sistema operativo? Explique cómo lo(s) usaría.,"En el contexto de un sistema operativo moderno, como Windows o Linux, ¿qué estructura de datos o TDA(s) se podría utilizar para gestionar eficientemente la prioridad de los procesos y por qué?"
85b02d6f326e7606d2742fe289c240b64c00f475bf73933f5f9315979e74a4d9,¿Qué TDA(s) usaría para almacenar y recuperar información de una página web? Explique cómo lo(s) usaría.,"Si necesito almacenar y recuperar información de una página web, utilizaría un TDA de diccionario. Con el diccionario, podría almacenar los datos de la página web utilizando una clave única para cada dato. Por ejemplo, podría utilizar la URL de la página web como clave y almacenar información como el título, la descripción y los enlaces en los valores correspondientes. Para recuperar la información, simplemente tendría que acceder al valor correspondiente utilizando la clave."
d9247b2ee1110f4628d92cc667669083e7c0c72bab7fc2c95ccc5d5fa608e8b4,¿Qué TDA(s) usaría para representar el laberinto en un juego? Explique cómo lo(s) usaría.,"Dado un juego de laberinto en el que se requiere representar de forma eficiente la estructura del laberinto, ¿qué TDA(s) utilizaría y cómo los implementaría en el contexto del juego?"
95c338c15b9b66a09e44cbb4e73a915cf5ac3fe519bcb26b490be13045b3ccd4,¿Qué TDA(s) usaría para construir un sistema de gestión de inventario en un supermercado? Explique cómo lo(s) usaría.,"En el contexto de un supermercado, ¿qué TDA(s) utilizaría y cómo los emplearía para implementar un sistema de gestión de inventario eficiente?"
7c3edcc9d0a4500d83781b722683dd3bb450cb5f3e763b09a4f06357caf24965,¿Qué TDA(s) usaría para realizar operaciones de búsqueda y clasificación en una base de datos de libros? Explique cómo lo(s) usaría.,"En el contexto de una biblioteca digital que necesita realizar operaciones de búsqueda y clasificación en una base de datos de libros, ¿qué TDA(s) utilizaría y cómo los utilizaría para organizar los libros por distintos criterios como temática, título y autor?"
fb1016134fc0a8a9523de70f97f12662ffd2d0c36733970d90441f542f87a186,¿Qué TDA(s) usaría para programar la ruta más corta en una aplicación de navegación GPS? Explique cómo lo(s) usaría.,"En el desarrollo de una aplicación de navegación GPS, ¿qué tipo de TDA(s) utilizaría para calcular y programar la ruta más corta entre dos puntos específicos en un mapa? Explique detalladamente cómo utilizaría el TDA en este contexto."
7f8ee62de6d70a52e7bed692bf7575b88151e9cc2847ef4c919e6ed37d34c8ad,¿Qué TDA(s) usaría para mantener el seguimiento de las tareas pendientes en un software de gestión de proyectos? Explique cómo lo(s) usaría.,"En el contexto de un software de gestión de proyectos, ¿qué TDA(s) podría utilizar para mantener el seguimiento de las tareas pendientes y cómo los utilizaría?"
e23cffba75733b87b13db5d3fd80ec5895437172fd85950bcd910354353d6f27,¿Qué TDA(s) usaría para simular la propagación de un virus en una población? Explique cómo lo(s) usaría.,"En el contexto de un modelo de simulación de propagación de virus en una población, ¿qué estructura de datos utilizaría para representar a las personas y sus contactos cercanos? Explique cómo utilizaría esta estructura de datos para simular la propagación del virus."
